time,data
0.050002214590000003,0.071199999999999999
0.050007814589999998,0.082137500000000002
0.050013414589999999,0.087556250000000002
0.050019014590000001,0.087512499999999993
0.050024614590000002,0.087531250000000005
0.050030414590000002,0.087568750000000001
0.050036014589999997,0.087593749999999998
0.050041614589999998,0.087606249999999997
0.05004721459,0.087599999999999997
0.050052814590000001,0.087581249999999999
0.050058614590000002,0.087593749999999998
0.050064214590000003,0.087575000000000014
0.050069814589999997,0.087518750000000006
0.050075414589999999,0.087487499999999996
0.05008101459,0.087462499999999999
0.050086814590000001,0.08748125000000001
0.050092414590000002,0.087518750000000006
0.050098014590000003,0.08754374999999999
0.050103614589999998,0.087593749999999998
0.050109214589999999,0.087649999999999992
0.05011501459,0.087675000000000003
0.050120614590000001,0.087681250000000002
0.050126214590000003,0.087643750000000006
0.050131814589999997,0.087600000000000011
0.050137414589999998,0.087625000000000008
0.050143214589999999,0.087625000000000008
0.05014881459,0.087625000000000008
0.050154414590000002,0.087581249999999999
0.050160014590000003,0.087493750000000009
0.050165614589999998,0.087474999999999997
0.050171414589999998,0.08745
0.050177014589999999,0.087443750000000001
0.050182614590000001,0.08741249999999999
0.050188214590000002,0.087368749999999995
0.050193814589999997,0.087381249999999994
0.050199414589999998,0.087431249999999988
0.050205214589999998,0.087543750000000004
0.05021081459,0.087618749999999995
0.050216414590000001,0.087631250000000008
0.050222014590000003,0.087593749999999998
0.050227614589999997,0.087506250000000008
0.050233214589999999,0.087456250000000013
0.050239014589999999,0.087462500000000012
0.05024461459,0.087500000000000008
0.050250214590000002,0.087550000000000003
0.050255814590000003,0.087581250000000013
0.050261414589999998,0.087556250000000002
0.050267014589999999,0.087537500000000004
0.050272814589999999,0.087531250000000005
0.050278414590000001,0.087524999999999992
0.050284014590000002,0.087575
0.050289614589999997,0.087612499999999996
0.050295414589999997,0.087643750000000006
0.050301014589999998,0.087643750000000006
0.05030661459,0.087600000000000011
0.050312214590000001,0.087568750000000001
0.050317814590000003,0.087562500000000001
0.050323614590000003,0.087606249999999997
0.050329214589999997,0.087637499999999993
0.050334814589999999,0.087662500000000004
0.05034041459,0.087637500000000007
0.050346014590000002,0.08761250000000001
0.050351814590000002,0.087625000000000008
0.050357414590000003,0.087587500000000013
0.050363014589999998,0.087556250000000002
0.050368614589999999,0.087475000000000011
0.050374214590000001,0.087387500000000007
0.050379814590000002,0.087375000000000008
0.050385614590000002,0.087418750000000003
0.050391214589999997,0.087493750000000009
0.050396814589999998,0.087575
0.05040241459,0.087625000000000008
0.050408014590000001,0.087637500000000007
0.050413814590000001,0.087662500000000004
0.050419414590000003,0.087643750000000006
0.050425014589999997,0.087606249999999997
0.050430614589999999,0.087581249999999999
0.05043621459,0.087562500000000001
0.050442014590000001,0.087618749999999995
0.050447614590000002,0.087687499999999988
0.050453214590000003,0.087712499999999999
0.050458814589999998,0.087693750000000001
0.050464414589999999,0.087625000000000008
0.05047021459,0.087581249999999999
0.050475814590000001,0.087593749999999998
0.050481414590000002,0.087624999999999995
0.050487014589999997,0.087643750000000006
0.050492614589999998,0.087656250000000005
0.05049821459,0.087637500000000007
0.05050401459,0.08761250000000001
0.050509614590000002,0.087581249999999999
0.050515214590000003,0.087543750000000004
0.050520814589999997,0.087518749999999979
0.050526414589999999,0.08754374999999999
0.050532214589999999,0.087593749999999998
0.050537814590000001,0.087618749999999995
0.050543414590000002,0.087637500000000007
