time,data
0.050001104570000003,4.4548034667968757e-06
0.050006704569999998,9.5420837402343761e-06
0.050012504569999998,1.6850662231445313e-05
0.050018104569999999,2.5740814208984378e-05
0.050023704570000001,3.557929992675782e-05
0.050029504570000001,4.5732879638671881e-05
0.050035104570000002,5.588569641113282e-05
0.050040704569999997,6.6043472290039072e-05
0.050046504569999997,7.6201629638671887e-05
0.050052104569999999,8.635559082031251e-05
0.050057904569999999,9.6507263183593763e-05
0.05006350457,0.00010665359497070314
0.050069104570000002,0.00011679992675781252
0.050074904570000002,0.00012695083618164066
0.050080504570000003,0.00013710365295410159
0.050086104569999998,0.00014726066589355473
0.050091904569999998,0.00015741996765136722
0.05009750457,0.00016758079528808595
0.050103104570000001,0.00017774620056152345
0.050108904570000001,0.00018791275024414064
0.050114504570000003,0.00019807853698730469
0.050120304570000003,0.00020824356079101564
0.050125904569999997,0.00021840515136718752
0.050131504569999999,0.00022856597900390625
0.050137304569999999,0.00023872756958007814
0.050142904570000001,0.0002488861083984375
0.050148704570000001,0.00025904083251953127
0.050154304570000002,0.00026919021606445321
0.050159904569999997,0.0002793350219726563
0.050165704569999997,0.00028948020935058597
0.050171304569999998,0.00029962882995605475
0.05017690457,0.00030978279113769538
0.05018270457,0.00031994056701660164
0.050188304570000002,0.00033010139465332035
0.050194104570000002,0.00034026451110839845
0.050199704570000003,0.00035042839050292965
0.050205304569999998,0.00036059417724609372
0.050211104569999998,0.00037075805664062497
0.050216704569999999,0.00038091735839843749
0.050222304570000001,0.00039107208251953126
0.050228104570000001,0.00040122070312499994
0.050233704570000003,0.00041136779785156243
0.050239504570000003,0.00042151603698730464
0.050245104569999997,0.00043166389465332028
0.050250704569999999,0.00044181327819824216
0.050256504569999999,0.0004519603729248047
0.05026210457,0.00046210403442382812
0.050267904570000001,0.00047225036621093746
0.050273504570000002,0.00048239822387695309
0.050279104569999997,0.00049254913330078122
0.050284904569999997,0.000502703857421875
0.050290504569999998,0.00051285591125488274
0.05029610457,0.00052300758361816403
0.05030190457,0.00053316192626953122
0.050307504570000001,0.00054331779479980461
0.050313104570000003,0.00055347862243652337
0.050318904570000003,0.00056364135742187501
0.050324504569999998,0.00057380218505859366
0.050330304569999998,0.00058396453857421872
0.050335904569999999,0.00059412765502929682
0.050341504570000001,0.00060429458618164057
0.050347304570000001,0.00061446685791015625
0.050352904570000002,0.00062464027404785156
0.050358504569999997,0.00063481521606445306
0.050364304569999997,0.00064498863220214836
0.050369904569999999,0.00065516052246093748
0.050375704569999999,0.00066533279418945306
0.05038130457,0.00067550315856933587
0.050386904570000002,0.00068567199707031249
0.050392704570000002,0.00069583702087402336
0.050398304570000003,0.00070599555969238278
0.050403904569999998,0.00071614913940429693
0.050409704569999998,0.00072629776000976572
0.05041530457,0.00073644294738769544
0.05042110457,0.00074658737182617201
0.050426704570000001,0.00075672950744628924
0.050432304570000003,0.00076687202453613293
0.050438104570000003,0.00077701759338378923
0.050443704569999998,0.00078716735839843752
0.050449504569999998,0.00079732513427734379
0.050455104569999999,0.00080748825073242189
0.050460704570000001,0.00081765441894531259
0.050466504570000001,0.00082782096862792976
0.050472104570000002,0.00083798332214355471
0.050477904570000003,0.00084814147949218756
